epoch,loss_kruskal,val_loss_kruskal,rand_kruskal,val_rand_kruskal
10,0.1419189,0.28411096,0.38314855072463766,0.5238031400966184
20,0.113153234,0.27838284,0.32653502415458935,0.5078019323671498
30,0.12023314,0.27858153,0.31848429951690826,0.5217874396135265
40,0.087450944,0.2751685,0.24121980676328506,0.4920591787439614
50,0.08247455,0.26817137,0.3067669082125604,0.5020108695652173
60,0.11004446,0.27035493,0.31722463768115944,0.4960821256038647
70,0.070283756,0.26803803,0.20109661835748796,0.4793019323671498
80,0.05551256,0.2711534,0.21697826086956523,0.49662681159420297
90,0.06421389,0.26943535,0.19362801932367152,0.4792113526570049
100,0.06448143,0.2711205,0.21804830917874396,0.4922475845410627
110,0.046392478,0.26264688,0.16631159420289854,0.488018115942029
120,0.057925273,0.27050453,0.1626425120772947,0.4820144927536232
130,0.07754056,0.2651537,0.1930881642512077,0.488018115942029
140,0.052635383,0.26211947,0.1598828502415459,0.46993478260869564
150,0.049409628,0.26237983,0.1676074879227053,0.4813683574879227
160,0.051504385,0.24880667,0.15909178743961352,0.4654661835748792
170,0.05192838,0.25535172,0.2067596618357488,0.46951449275362317
180,0.03158886,0.2617913,0.1464601449275362,0.4874504830917874
190,0.04553059,0.2631566,0.15733454106280192,0.4770833333333333
200,0.058659386,0.2631278,0.17220410628019323,0.48997222222222225
210,0.0554383,0.25941688,0.16751207729468598,0.4999987922705314
220,0.06598574,0.2561115,0.21930434782608693,0.5001099033816425
230,0.06375024,0.26169822,0.1793538647342995,0.4961123188405797
240,0.047758043,0.2629967,0.18304830917874396,0.48542149758454106
250,0.03236926,0.25748456,0.1213985507246377,0.46076570048309173
260,0.055845164,0.26410037,0.1791050724637681,0.46521014492753626
270,0.056385346,0.25956565,0.14994927536231883,0.45399637681159427
280,0.05990752,0.2633896,0.1646497584541063,0.44507246376811593
290,0.03687673,0.25726193,0.11860386473429951,0.41255797101449276
300,0.037457068,0.26729503,0.10933091787439615,0.44129830917874396
310,0.04425938,0.27057064,0.11728864734299516,0.45098913043478256
320,0.043929454,0.26781595,0.10878140096618358,0.4472777777777777
330,0.043467578,0.2643601,0.12833454106280193,0.45347705314009656
340,0.052812256,0.2667138,0.13453743961352657,0.4533393719806763
350,0.037171107,0.2687661,0.12725724637681163,0.45543961352657003
360,0.03832317,0.26537478,0.10018236714975845,0.4415688405797102
370,0.037591152,0.27477825,0.08798309178743961,0.46850120772946857
